Cell Type;clust_basic;Gene;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;TYRP1;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;CDC42EP3;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;MITF;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;QPCT;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;VIM;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;PLP1;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;CAPN3;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;GPM6B;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;KIT;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;APOE;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;TYR;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;CYB561A3;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;PCSK2;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;HMG20B;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;PMP22;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;TRPM1;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;VAT1;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;IGFBP7;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;RAB32;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;STMN1;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;EMP3;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;CRABP1;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;ST3GAL4;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;INPP4B;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;BCAN;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;GPR143;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;PEBP1;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;FCER1G;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CXCL8;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CXCL3;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;TYROBP;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CXCL2;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;MMP9;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;LYZ;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;EREG;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CTSB;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;SRGN;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;C15orf48;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;FTL;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;FTH1;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;IL1B;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;MS4A7;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CD14;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;PLAUR;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;PILRA;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;TIMP1;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;PID1;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CD68;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;PLA2G7;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CXCL5;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;THBS1;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;ANPEP;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;TNFRSF1B;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CTSL;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;RNASE1;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;HLA-DRA;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monocyte-derived macrophages;Cluster 1;CXCL16;Mono. Der. Macrophages;1;1-Mono. Der. Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;CCL21;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;TFF3;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;TFPI;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;ADIRF;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;CLDN5;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;CAVIN2;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;MMRN1;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;GNG11;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;GADD45B;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;ECSCR;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;TM4SF1;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;IGFBP7;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;EFEMP1;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;PPFIBP1;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;SNCG;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;VIM;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;HSPB1;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;TIMP3;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;LYVE1;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;RAMP2;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;CRIP2;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;ID3;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;NNMT;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;CCL2;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;ARL4A;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;SOX4;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;FABP5;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;FABP4;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;PLPP1;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 1;HSPA1A;Lymph. Endo.;1;1-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;MMRN1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;TFPI;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;AKR1C1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;CCL21;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;AKR1C3;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;STMN1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;CLDN5;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;ACTN1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;CD59;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;NNMT;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;PDPN;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;CNKSR3;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;SOD2;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;PPFIBP1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;ANGPT2;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;CNN3;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;HEBP1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;APP;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;PDLIM4;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;DEPP1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;SDCBP;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;IGFBP7;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;IFITM3;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;NUPR1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;SNCA;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;SLC39A14;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;TFF3;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;TM4SF1;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;STOM;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lymphatic endothelium;Cluster 2;CD200;Lymph. Endo.;2;2-Lymph. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;NKG7;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;GNLY;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;GZMB;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;KLRB1;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CD7;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CD247;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;KLRD1;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;PRF1;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;GZMA;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CMC1;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CCL5;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CCL4;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;PYHIN1;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;PTPRC;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;FCER1G;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CST7;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;RAC2;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;ITGB2;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CTSW;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natural killers (NK) cells;Cluster 1;CD48;NK Cells;1;1-NK Cells;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
